ESTACIÓN,CÓDIGO,X=N,Y=E,MUNICIPIO,CUENCA,AÑO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
Caldas,2401042,1106000,1023410,Caldas,R. Chiquinquirá,2011,46.4,36.4,179.3,198.9,181.3,67.4,55.7,64.9,55.3,146.2,200.1,126.5
La Fortuna,2120632,1076000,1054400,Villapinzón,R. Bogotá,1979,2.1,28.2,19.2,68.0,64.8,38.5,44.9,41.9,39.0,71.7,55.5,33.8
La Casita,2120112,1004320,1005400,La Calera,R. Teusacá,2009,78.0,47.4,85.3,129.6,31.1,146.7,51.3,59.6,70.8,136.9,119.4,12.1
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1976,15.4,44.8,75.1,79.4,93.7,68.6,17.0,6.5,63.4,89.5,70.1,35.0
El Fute,2120166,1002150,977280,Soacha,R. Bogotá,1962,20.5,9.2,64.0,46.3,70.8,57.0,25.6,22.8,25.4,44.0,108.6,26.1
La Candelaria,2401026,1102050,1052390,Raquira,R. Sutamarchán,2001,51.3,12.1,49.4,1.3,50.6,21.4,29.7,5.5,105.5,48.1,4.9,0.2
La Boyera,2401511,1077900,1025200,Ubaté,R. Ubaté,2004,14.5,27.0,53.0,94.0,114.0,33.0,32.5,17.0,46.5,156.5,91.5,27.5
Caldas,2401042,1106000,1023410,Caldas,R. Chiquinquirá,1986,24.6,57.1,23.5,118.2,77.7,66.8,15.8,49.0,91.2,302.7,101.5,11.9
La Iberia,2120548,1048900,1038800,Chocontá,Emb. Sisga,1957,0.4,27.6,73.8,96.8,178.4,94.6,120.6,75.7,88.1,111.9,69.0,11.7
Sta Sofía,2401046,1123500,1052520,Santa Sofía,R. Sutamarchán,1973,31.0,0.0,65.0,106.0,93.0,107.0,67.0,62.0,140.0,150.0,194.0,106.0
La Fortuna,2120632,1076000,1054400,Villapinzón,R. Bogotá,1987,46.2,40.2,20.7,97.2,43.5,44.1,100.9,28.2,31.6,109.8,30.4,8.2
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1997,47.0,7.2,30.5,72.5,39.6,39.3,21.3,5.5,7.9,88.3,12.2,3.4
Carupa Hospital,2401002,1083120,1019840,Carmen de Carupa,R. Ubaté,1972,90.2,31.9,64.4,217.4,104.0,56.9,56.3,48.0,29.5,43.6,102.1,39.7
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1993,119.0,73.0,98.5,113.0,209.5,25.5,36.5,26.0,36.0,77.0,195.0,59.5
Manjui,2120174,1022500,965100,Facatativá,R. Bojacá,2000,35.0,60.5,93.5,51.0,88.5,27.5,41.5,50.0,153.0,59.0,56.0,20.0
Lag del Indio,2120184,978500,959200,Viotá,R. Calandaima,1993,158.0,168.5,204.0,195.0,184.0,8.0,66.0,52.0,109.0,268.0,299.0,157.0
Carupa Hospital,2401002,1083120,1019840,Carmen de Carupa,R. Ubaté,2011,61.7,83.9,138.6,258.1,143.6,53.5,57.1,65.3,28.2,151.3,178.8,109.0
La Candelaria,2401026,1102050,1052390,Raquira,R. Sutamarchán,2011,28.6,136.3,87.5,176.5,146.3,14.0,36.8,29.3,21.4,157.7,160.6,122.0
Campobello,2120173,1018200,974300,Madrid,R. Bojacá,1987,2.0,11.0,15.7,52.5,157.4,50.1,50.1,25.3,41.7,115.1,37.5,8.6
Tabio,2120565,1035180,998070,Tabio,R. Chicú,1988,40.3,85.8,9.5,151.6,45.4,127.4,103.5,115.2,69.5,165.2,73.0,68.5
La Casita,2120112,1004320,1005400,La Calera,R. Teusacá,1999,98.0,151.0,89.0,143.0,42.0,87.0,39.0,42.0,57.0,144.0,252.0,81.0
Pedro Palo,2120178,1009920,965470,Tena,R. Bogotá,1997,0.0,0.0,0.0,4.1,28.7,3.6,0.0,1.6,47.5,46.0,98.6,47.2
El Fute,2120166,1002150,977280,Soacha,R. Bogotá,2008,34.0,56.3,44.1,81.2,115.7,55.0,51.4,55.4,23.3,112.0,92.4,58.4
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1973,4.7,1.4,55.3,49.8,52.6,36.1,61.6,53.2,119.6,57.3,99.7,50.9
Sta Sofía,2401046,1123500,1052520,Santa Sofía,R. Sutamarchán,2001,7.0,83.0,355.0,178.0,154.0,99.0,57.0,30.0,248.0,195.0,113.0,141.0
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,2013,0.0,62.0,65.3,88.7,91.0,66.9,50.1,79.7,32.5,37.5,101.1,76.3
La Fortuna,2120632,1076000,1054400,Villapinzón,R. Bogotá,1968,23.9,24.9,38.5,166.2,43.9,79.3,73.6,70.3,76.3,81.0,89.5,35.6
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1979,14.9,39.5,81.5,39.2,42.5,37.2,16.7,38.2,15.0,217.1,147.2,90.3
La Casita,2120112,1004320,1005400,La Calera,R. Teusacá,1982,138.0,68.0,63.0,141.0,94.0,61.0,47.0,67.0,34.0,84.0,115.0,107.0
La Boyera,2401511,1077900,1025200,Ubaté,R. Ubaté,1970,69.6,24.9,11.3,43.5,76.7,35.6,33.5,23.0,66.2,137.0,148.2,9.9
Bombas Sesquilé,2120187,1049890,1031100,Sesquilé,Emb. Tominé,2003,0.0,12.1,0.0,0.5,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Checua,2120540,1057500,1024110,Nemocón,R. Checua,1998,2.5,6.1,39.9,17.5,131.3,22.6,58.7,40.1,44.3,47.1,50.8,71.6
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1970,3.6,36.3,26.0,36.5,92.1,114.5,75.1,53.0,70.4,154.9,88.7,5.8
La Boyera,2401511,1077900,1025200,Ubaté,R. Ubaté,1976,16.0,61.0,83.8,139.2,91.8,53.3,19.3,17.9,108.0,166.0,94.3,47.9
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1971,80.0,95.0,117.0,164.5,211.0,68.0,51.0,97.0,53.5,100.1,162.5,55.0
La Casita,2120112,1004320,1005400,La Calera,R. Teusacá,1975,10.0,167.0,66.0,88.0,134.8,92.0,81.0,106.0,67.0,141.0,113.0,174.0
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1959,10.4,4.3,36.7,27.9,101.3,59.3,71.1,78.6,37.9,156.8,74.6,27.0
Sta Inés,2120136,1023000,993400,Tenjo,R. Chicú,2008,27.1,50.0,85.8,146.4,171.8,73.0,79.1,98.2,85.2,97.9,55.0,0.0
Manjui,2120174,1022500,965100,Facatativá,R. Bojacá,1984,58.0,110.0,45.0,94.0,174.5,173.0,119.0,118.0,194.0,114.5,173.0,34.0
La Iberia,2120548,1048900,1038800,Chocontá,Emb. Sisga,1972,59.8,12.7,35.9,142.1,163.7,161.5,114.0,71.0,59.0,40.0,40.0,6.0
Sta Sofía,2401046,1123500,1052520,Santa Sofía,R. Sutamarchán,2003,0.0,8.5,20.5,15.8,7.9,146.0,137.5,112.5,50.0,209.5,365.5,138.0
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1996,53.2,115.4,149.8,100.5,204.3,63.1,91.9,12.0,66.2,226.2,100.6,115.3
El Fute,2120166,1002150,977280,Soacha,R. Bogotá,2001,6.3,68.7,30.7,5.8,70.4,11.0,13.1,4.8,45.8,49.3,38.3,99.5
Pedro Palo,2120178,1009920,965470,Tena,R. Bogotá,2010,16.8,33.6,56.0,289.9,337.1,89.3,136.1,77.3,84.5,151.1,287.3,201.3
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1969,40.0,66.5,72.5,191.0,85.5,61.0,15.0,6.0,150.0,117.5,39.5,23.5
Sta Teresa,2120103,1017300,1017200,La Calera,R. Teusacá,1974,15.0,30.0,15.0,75.0,45.0,15.0,60.0,30.0,15.0,45.0,45.0,60.0
Tesoro,2120069,1022540,972900,Facatativá,R. Bojacá,1988,8.0,45.0,30.0,56.5,37.0,110.0,74.0,81.0,113.0,106.0,94.0,112.0
Tabio,2120565,1035180,998070,Tabio,R. Chicú,1977,60.0,25.0,71.0,65.0,56.0,43.0,30.0,35.0,69.0,141.0,58.0,18.0
Peñas Blancas,2120182,995200,967200,El Colegio,R. Bogotá,1997,208.8,59.6,144.1,47.2,41.8,15.1,35.4,19.4,71.1,105.1,104.0,27.8
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2000,182.8,144.0,175.7,45.4,80.3,51.1,0.0,38.9,77.1,38.8,36.3,0.0
Central No. 2,2401068,1132840,1040390,Puente Nacional,R. Suárez,2010,25.5,104.2,269.4,447.4,327.5,287.9,483.1,268.7,402.6,189.8,434.6,260.9
Manjui,2120174,1022500,965100,Facatativá,R. Bojacá,2005,93.2,35.3,45.0,83.2,134.8,21.6,24.4,45.7,71.6,281.7,84.2,8.3
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1976,92.0,90.0,104.5,184.5,89.0,54.0,31.5,15.5,94.0,189.5,115.0,59.0
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1976,23.6,41.0,163.8,116.6,54.8,67.0,37.8,31.3,57.1,171.3,97.7,35.8
Checua,2120540,1057500,1024110,Nemocón,R. Checua,1979,25.0,21.8,64.1,158.3,99.1,107.5,31.7,86.6,32.0,222.3,114.4,38.3
La Iberia,2120548,1048900,1038800,Chocontá,Emb. Sisga,1984,17.7,25.3,45.9,53.7,68.3,109.0,55.3,99.1,85.4,20.0,93.5,10.5
La Candelaria,2401026,1102050,1052390,Raquira,R. Sutamarchán,1993,25.1,47.6,81.9,146.3,132.6,8.6,11.3,2.0,34.9,67.1,109.7,25.8
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,2006,12.4,0.4,137.0,240.3,142.9,113.9,65.9,4.1,61.3,207.0,60.9,42.9
Esclusa Merchán,2401043,1121150,1035700,Saboyá,R. Suárez,2012,66.8,77.7,95.2,250.2,99.7,40.6,33.9,59.4,43.3,74.2,90.7,71.2
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1985,8.5,0.0,122.0,30.5,21.9,33.9,33.7,31.9,85.6,85.8,96.4,90.5
Manjui,2120174,1022500,965100,Facatativá,R. Bojacá,1969,64.5,52.0,15.5,96.5,75.5,49.5,10.5,41.5,68.5,144.5,89.0,25.5
Central No. 2,2401068,1132840,1040390,Puente Nacional,R. Suárez,1974,84.6,7.2,248.1,523.4,436.6,317.8,161.0,121.6,498.6,481.9,388.0,44.1
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1969,28.9,13.9,13.4,125.3,90.6,89.9,74.9,80.7,45.3,163.0,66.1,24.4
Esclusa Merchán,2401043,1121150,1035700,Saboyá,R. Suárez,1975,23.5,100.8,101.8,94.5,150.4,64.9,149.6,95.7,98.3,212.0,159.1,89.8
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,1977,17.4,7.0,76.7,45.1,19.9,32.6,37.9,55.0,86.0,93.0,102.5,29.4
La Iberia,2120548,1048900,1038800,Chocontá,Emb. Sisga,1958,4.4,4.6,49.5,45.4,72.6,76.6,107.6,96.6,41.8,33.4,34.8,28.1
Sta Sofía,2401046,1123500,1052520,Santa Sofía,R. Sutamarchán,1977,9.0,69.0,63.0,52.0,72.0,44.0,96.0,45.0,95.0,109.0,119.0,27.0
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2003,5.7,24.2,80.9,96.1,12.1,35.7,51.6,15.5,67.7,147.2,51.7,20.9
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1981,14.8,17.2,20.7,65.5,21.5,44.8,30.9,4.4,12.7,94.5,61.0,18.9
Esclusa Merchán,2401043,1121150,1035700,Saboyá,R. Suárez,1973,15.0,9.0,115.8,135.5,57.7,114.0,118.4,86.9,180.8,155.1,320.4,135.1
El Fute,2120166,1002150,977280,Soacha,R. Bogotá,1999,41.9,36.4,37.9,47.2,29.4,49.2,21.5,35.9,36.3,63.2,41.7,63.0
La Candelaria,2401026,1102050,1052390,Raquira,R. Sutamarchán,1961,105.9,17.8,92.9,118.5,30.3,43.0,3.1,5.0,19.8,130.4,164.6,8.1
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1983,5.1,23.1,66.0,140.8,64.1,16.7,38.1,23.7,20.2,39.8,35.9,61.9
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1995,33.0,90.0,113.0,77.0,72.0,50.5,55.5,108.5,63.5,154.5,89.5,105.5
Pedro Palo,2120178,1009920,965470,Tena,R. Bogotá,1989,103.2,103.1,262.6,59.7,174.7,21.0,54.4,65.1,157.9,67.0,181.1,56.8
La Fortuna,2120632,1076000,1054400,Villapinzón,R. Bogotá,2007,1.5,12.0,18.4,151.9,96.1,81.6,30.9,93.4,31.2,169.2,54.8,62.3
La Boyera,2401511,1077900,1025200,Ubaté,R. Ubaté,1975,4.2,46.3,81.3,57.0,64.9,43.8,76.8,70.1,40.6,142.7,74.0,106.8
Esclusa Merchán,2401043,1121150,1035700,Saboyá,R. Suárez,1999,68.1,139.5,150.5,162.0,99.1,106.2,30.5,47.8,182.7,172.5,184.0,114.4
Tesoro,2120069,1022540,972900,Facatativá,R. Bojacá,2012,43.1,38.6,159.9,99.0,74.9,25.6,48.4,60.1,9.3,88.6,65.2,33.8
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1988,3.5,28.0,11.5,33.0,38.0,60.0,50.5,28.5,36.5,93.0,54.0,67.5
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,1999,136.4,164.9,52.3,132.9,37.1,71.1,34.3,41.5,101.3,144.8,195.2,124.5
Isla del Santuario,2401110,1096400,1038000,Fúquene,Lag. Fúquene,1991,45.1,43.9,127.9,107.6,104.0,22.8,31.2,20.1,70.0,62.8,110.6,60.3
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1975,10.3,29.9,66.3,66.7,88.9,97.8,35.4,77.5,82.5,114.2,117.9,102.6
La Fortuna,2120632,1076000,1054400,Villapinzón,R. Bogotá,2002,1.9,21.3,39.0,142.0,108.3,82.9,56.2,51.4,81.8,58.1,43.7,11.6
El Fute,2120166,1002150,977280,Soacha,R. Bogotá,2006,29.9,2.3,62.0,157.9,76.7,52.0,0.0,0.0,19.2,76.5,38.1,15.2
Guatavita,2120562,1034500,1023500,Guatavita,Emb. Tominé,2002,36.5,24.9,59.8,35.4,109.8,88.3,55.1,55.1,51.7,136.1,21.2,8.7
Paloquemao,2120652,1018150,967050,Zipacón,R. Apulo,1998,49.9,74.0,103.5,96.2,159.3,72.5,87.9,46.5,68.5,193.5,123.3,145.9
Venecia,2120629,1027480,964155,Facatativá,R. Bojacá,1966,5.1,39.0,117.7,169.6,107.2,83.6,121.9,108.2,113.3,144.8,227.0,105.5
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1986,27.1,82.1,46.7,35.3,87.7,103.1,112.2,30.8,62.4,82.9,22.1,11.5
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,1968,9.1,77.7,38.2,154.8,46.5,79.8,35.3,28.2,48.9,65.6,151.2,7.9
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,1997,165.0,17.1,146.9,63.6,22.6,66.2,16.5,10.3,46.3,28.2,112.9,8.8
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,2005,46.0,17.5,24.0,67.0,102.5,22.0,13.5,0.0,0.0,0.0,0.0,0.0
Tesoro,2120069,1022540,972900,Facatativá,R. Bojacá,1932,30.6,50.2,22.9,92.8,80.5,48.9,55.3,83.3,45.3,100.6,88.5,54.0
San Gregorio,2120180,1011130,955600,Cachipay,R. Curí,2005,63.0,127.0,94.5,79.0,176.5,24.5,58.5,7.0,17.5,127.0,109.0,90.0
Venecia,2120629,1027480,964155,Facatativá,R. Bojacá,1977,39.0,39.0,81.5,92.5,69.0,66.0,46.0,55.0,173.0,169.0,123.5,56.5
Carupa Hospital,2401002,1083120,1019840,Carmen de Carupa,R. Ubaté,1995,17.2,38.2,101.1,45.6,37.9,49.5,104.3,57.6,59.9,83.4,120.0,0.0
Sta Sofía,2401046,1123500,1052520,Santa Sofía,R. Sutamarchán,2009,103.0,153.0,135.0,209.0,130.1,90.5,66.0,114.0,69.0,134.0,41.0,65.0
La Iberia,2120548,1048900,1038800,Chocontá,Emb. Sisga,2005,38.0,37.0,19.0,90.0,160.0,76.0,87.0,77.9,67.5,59.0,97.3,2.5
San José,2120080,1026900,1020940,Guasca,Emb. Tominé,1987,26.4,41.8,43.9,46.8,60.7,34.0,51.9,39.7,68.3,109.4,42.0,26.1
La Boyera,2401511,1077900,1025200,Ubaté,R. Ubaté,1972,87.9,26.8,51.2,191.7,91.7,42.8,72.2,34.4,13.0,60.9,101.8,17.3
La Candelaria,2401026,1102050,1052390,Raquira,R. Sutamarchán,2002,0.0,39.6,124.0,125.6,123.1,22.0,83.2,41.1,40.3,63.4,37.0,61.6
Sta Inés,2120136,1023000,993400,Tenjo,R. Chicú,1996,0.0,0.0,0.0,0.0,0.0,77.7,64.1,23.0,65.0,155.0,57.5,43.0
Manjui,2120174,1022500,965100,Facatativá,R. Bojacá,1966,0.0,21.5,70.5,49.5,134.5,75.0,31.5,73.5,50.0,102.5,93.5,44.5
Parque Sopó,2120134,1036950,1010170,Sopó,R. Teusacá,1996,37.0,60.0,113.8,79.6,100.2,54.5,85.7,49.2,31.0,89.8,94.3,103.0
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1980,0.9,0.0,62.0,164.5,147.0,96.5,30.5,57.5,60.5,209.0,111.5,30.0
Carupa Hospital,2401002,1083120,1019840,Carmen de Carupa,R. Ubaté,1973,4.7,23.0,33.1,55.3,70.9,69.5,51.3,54.9,105.5,97.2,146.1,55.4
Central No. 2,2401068,1132840,1040390,Puente Nacional,R. Suárez,1963,138.0,161.5,360.5,369.5,261.2,110.5,239.5,152.0,67.0,225.0,387.5,112.0
Tabio,2120565,1035180,998070,Tabio,R. Chicú,1979,27.0,19.0,30.0,154.0,116.0,150.0,95.0,112.0,84.0,318.0,159.0,25.0
San Gregorio,2120180,1011130,955600,Cachipay,R. Curí,2001,73.5,99.3,119.5,19.0,46.6,10.0,8.8,9.3,88.2,85.1,72.9,90.9
La Casita,2120112,1004320,1005400,La Calera,R. Teusacá,1998,34.0,8.0,115.2,44.0,217.0,125.0,96.0,77.0,72.0,132.0,127.0,92.0
Col José de Caldas,2120190,983520,949766,Viotá,R. Calandaima,2010,13.7,33.0,86.4,201.4,175.0,83.8,209.4,27.1,73.4,114.8,218.0,133.6
Bojacá,2120075,1014937,970678,Bojacá,R. Bojacá,1964,2.6,17.3,7.4,112.2,112.2,72.0,37.2,46.8,28.3,55.2,25.8,17.7
Esclusa Merchán,2401043,1121150,1035700,Saboyá,R. Suárez,1985,9.7,24.8,39.6,130.6,107.8,31.4,51.4,50.7,45.3,160.0,110.0,21.2
Anclaje 14,2120177,1000500,963800,El Colegio,R. Bogotá,1997,176.5,41.6,28.6,80.7,48.9,54.2,16.7,5.0,64.9,79.4,110.6,54.6
Isla del Santuario,2401110,1096400,1038000,Fúquene,Lag. Fúquene,1995,58.5,32.7,271.3,128.7,96.1,44.5,28.1,98.4,113.0,132.6,212.7,161.6
Campobello,2120173,1018200,974300,Madrid,R. Bojacá,1986,19.8,59.1,50.2,63.5,112.8,104.7,16.3,22.7,59.0,178.0,77.0,3.0
Checua,2120540,1057500,1024110,Nemocón,R. Checua,1990,6.3,63.9,38.3,62.8,72.0,22.4,19.9,31.0,3.6,146.6,82.1,76.6
Carupa Hospital,2401002,1083120,1019840,Carmen de Carupa,R. Ubaté,2007,0.0,0.0,0.0,55.9,69.0,32.7,25.1,92.6,11.7,192.2,47.5,98.0
La Boyera,2401511,1077900,1025200,Ubaté,R. Ubaté,1986,13.1,76.0,66.5,111.5,61.5,86.8,28.4,23.2,53.4,179.1,89.5,12.1
Venecia,2120629,1027480,964155,Facatativá,R. Bojacá,1968,75.1,69.1,49.0,77.6,71.4,159.1,62.7,44.4,165.8,141.0,120.6,70.9
La Ramada,2120516,1011430,989110,Funza,R. Bogotá,1958,22.6,50.5,80.4,120.3,55.1,21.5,11.9,71.1,43.3,71.7,93.0,90.6
Sta Sofía,2401046,1123500,1052520,Santa Sofía,R. Sutamarchán,1970,58.0,23.0,40.0,97.5,120.0,69.0,53.0,72.0,105.0,142.0,195.0,97.0
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2006,95.0,30.5,119.5,216.0,145.0,108.5,0.0,0.0,18.5,166.0,204.5,38.0
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1979,7.5,41.0,104.5,200.0,135.0,182.5,64.5,134.5,38.0,219.5,134.0,25.0
La Ramada,2120516,1011430,989110,Funza,R. Bogotá,1986,4.2,82.8,43.8,75.7,65.4,100.8,32.1,51.1,86.7,175.8,104.1,4.3
Peñas Blancas,2120182,995200,967200,El Colegio,R. Bogotá,1994,98.2,141.2,182.6,227.3,171.6,99.6,67.2,81.0,64.6,290.5,128.2,22.3
Anclaje 14,2120177,1000500,963800,El Colegio,R. Bogotá,2009,46.1,43.3,108.5,86.5,85.1,103.9,64.1,8.3,25.8,172.9,171.1,39.1
Peñas Blancas,2120182,995200,967200,El Colegio,R. Bogotá,2001,40.2,120.9,164.1,103.3,119.8,71.5,39.7,31.6,93.2,171.9,186.3,210.8
Tesoro,2120069,1022540,972900,Facatativá,R. Bojacá,1992,5.0,6.0,5.8,31.6,22.0,19.6,45.3,59.2,140.7,82.7,160.1,50.1
Checua,2120540,1057500,1024110,Nemocón,R. Checua,2000,97.5,45.5,120.7,44.0,62.3,49.4,50.9,41.5,58.6,55.6,35.6,21.9
Tesoro,2120069,1022540,972900,Facatativá,R. Bojacá,1948,2.0,24.0,34.0,167.0,120.0,57.0,28.0,0.0,0.0,0.0,0.0,0.0
Central No. 2,2401068,1132840,1040390,Puente Nacional,R. Suárez,1969,80.4,131.4,194.7,456.9,175.5,197.4,28.4,118.5,277.6,321.9,253.7,198.2
La Iberia,2120548,1048900,1038800,Chocontá,Emb. Sisga,1966,5.8,6.4,94.6,41.0,36.2,77.6,89.5,84.3,40.2,62.9,132.9,54.1
La Candelaria,2401026,1102050,1052390,Raquira,R. Sutamarchán,1963,31.3,59.1,105.7,130.2,165.9,46.5,15.7,5.7,4.5,60.8,91.9,6.8
Lag del Indio,2120184,978500,959200,Viotá,R. Calandaima,2004,84.0,110.2,11.8,166.0,167.5,97.6,59.3,14.7,126.7,245.9,332.0,5.1
Anclaje 14,2120177,1000500,963800,El Colegio,R. Bogotá,1991,104.9,35.4,239.1,243.6,88.8,38.8,25.3,60.4,159.3,130.6,253.4,68.5
Checua,2120540,1057500,1024110,Nemocón,R. Checua,1986,6.6,139.0,73.4,46.7,54.1,77.2,46.6,23.6,32.7,134.3,84.1,7.0
La Casita,2120112,1004320,1005400,La Calera,R. Teusacá,2001,0.0,132.7,83.4,38.4,87.6,66.7,70.2,57.7,59.6,96.2,121.8,80.8
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,2007,0.0,15.1,81.2,46.4,82.6,129.2,44.1,102.6,24.7,173.5,34.2,72.3
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1975,16.5,50.1,71.2,54.0,86.0,120.5,76.7,109.1,126.9,98.6,42.3,120.8
Apostólica,2120051,989870,971174,Sibaté,Emb. Muña,2002,16.3,52.9,74.5,106.1,56.0,48.8,24.1,14.6,0.0,49.9,50.7,52.7
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1993,21.3,37.5,42.7,55.5,120.0,90.3,55.3,36.8,43.6,43.6,147.5,6.2
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,1984,96.5,61.5,59.5,102.5,169.5,84.0,73.5,111.0,89.5,102.5,152.0,54.5
La Casita,2120112,1004320,1005400,La Calera,R. Teusacá,1996,53.0,87.0,118.0,86.0,115.0,79.0,111.0,44.0,29.0,97.0,71.0,147.0
Guerrero,2120214,1057250,1003780,Zipaquirá,R. Frío,2012,56.9,49.7,71.4,235.2,76.5,53.6,128.9,72.5,80.6,199.4,81.4,39.2
Campamento Ubaté,2401115,1029476,1077409,Ubaté,R. Ubaté,2010,1.6,31.9,20.0,180.5,136.4,56.3,150.5,31.1,91.7,122.5,202.3,62.7
Carupa Hospital,2401002,1083120,1019840,Carmen de Carupa,R. Ubaté,1964,57.9,29.4,34.1,150.1,89.0,107.7,24.6,25.8,18.1,76.9,81.7,23.3
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,1998,17.7,37.0,62.0,75.6,139.2,54.8,59.1,5.8,46.3,188.0,204.5,78.3
Villa Paula,2120188,1036980,998200,Tabio,R. Chicú,2003,0.0,0.0,0.0,0.0,0.0,0.2,30.6,0.0,0.0,0.0,78.1,0.0
Guerrero,2120214,1057250,1003780,Zipaquirá,R. Frío,2005,82.6,56.5,66.8,155.7,212.0,124.0,73.4,119.0,125.9,166.0,131.4,81.0
Venecia,2120629,1027480,964155,Facatativá,R. Bojacá,2005,57.6,40.2,31.3,37.8,95.4,9.2,51.3,19.4,96.4,101.5,29.4,27.6
América,2120215,1107160,1132748,Viotá,Lag. Tota,2012,205.3,74.8,182.7,296.2,94.9,48.0,56.6,68.9,23.5,387.5,147.4,107.9
Villapinzón,2120043,1068230,1052450,Villapinzón,R. Bogotá,1963,12.5,27.5,6.3,77.5,185.6,67.6,93.2,72.8,21.6,51.2,93.8,24.6
El Puente,2401038,1084730,1045230,Guachetá,R. Lenguazaque,2010,6.1,23.0,11.5,176.5,236.0,53.4,143.7,23.5,104.0,121.9,136.6,70.1
Parque Sopó,2120134,1036950,1010170,Sopó,R. Teusacá,1981,40.1,37.7,25.1,141.6,151.1,60.1,36.5,66.6,74.7,133.3,180.4,41.1
Esclusa Merchán,2401043,1121150,1035700,Saboyá,R. Suárez,1982,80.1,121.1,67.3,223.2,174.6,52.5,35.4,4.7,97.1,194.6,54.8,69.1
Checua,2120540,1057500,1024110,Nemocón,R. Checua,2008,30.0,39.2,50.9,38.1,103.7,83.1,61.8,76.8,80.5,67.7,183.4,57.3
Darío Valencia,2120183,1000400,960600,El Colegio,R. Bogotá,2011,28.0,188.5,191.5,275.2,172.2,60.0,39.5,31.5,63.2,262.5,292.0,152.3
Venecia,2120629,1027480,964155,Facatativá,R. Bojacá,2003,12.0,111.2,132.8,87.5,35.4,0.0,5.0,73.0,43.2,78.2,115.1,103.0
Monserrate,2401036,1088870,1030320,Fúquene,Lag. Fúquene,1997,59.5,8.0,30.0,137.2,55.0,84.5,24.5,16.5,80.0,102.0,42.5,11.5
Caldas,2401042,1106000,1023410,Caldas,R. Chiquinquirá,2009,47.9,135.7,243.2,89.1,36.1,71.3,14.0,33.0,65.4,81.3,49.1,21.0
Bombas Sesquilé,2120187,1049890,1031100,Sesquilé,Emb. Tominé,2008,32.7,23.0,32.6,49.1,95.6,83.0,72.6,60.3,23.4,85.9,167.8,34.1
Caldas,2401042,1106000,1023410,Caldas,R. Chiquinquirá,1977,7.3,7.6,106.6,43.5,26.1,45.1,65.6,47.4,95.0,136.3,138.7,10.1
La Ramada,2120516,1011430,989110,Funza,R. Bogotá,1964,3.9,20.9,35.4,121.5,77.6,105.7,78.3,50.4,37.0,79.9,61.0,43.4
Parque Sopó,2120134,1036950,1010170,Sopó,R. Teusacá,1994,59.1,41.1,83.1,83.9,101.4,41.7,51.0,43.4,23.9,153.4,150.9,13.2
Guatavita,2120562,1034500,1023500,Guatavita,Emb. Tominé,1959,56.7,8.7,32.4,34.8,103.7,59.1,93.5,76.0,52.9,123.6,64.3,35.8
